Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
2762,26-04-2020 21.00,04-25-2020 01:00,25-04-2020 20.28,Delhi,327,ARSON,35,F,Blunt Object,Fire Accident,8,No,
2763,25-04-2020 19.00,04-25-2020 02:00,25-04-2020 23.22,Delhi,118,DOMESTIC VIOLENCE,42,F,Other,Violent Crime,18,Yes,19-06-2020 19.00
2764,26-04-2020 14.00,04-25-2020 03:00,25-04-2020 19.49,Chennai,511,VEHICLE - STOLEN,18,F,Explosives,Violent Crime,9,No,
2765,26-04-2020 9.00,04-25-2020 04:00,25-04-2020 6.18,Delhi,212,SHOPLIFTING,45,M,None,Other Crime,4,Yes,29-05-2020 9.00
2766,25-04-2020 20.00,04-25-2020 05:00,25-04-2020 12.35,Chennai,427,DOMESTIC VIOLENCE,16,F,Explosives,Violent Crime,6,No,
2767,27-04-2020 9.00,04-25-2020 06:00,26-04-2020 3.20,Indore,286,FRAUD,46,M,Blunt Object,Other Crime,1,No,
2768,26-04-2020 11.00,04-25-2020 07:00,25-04-2020 15.19,Mumbai,495,SHOPLIFTING,66,M,Poison,Other Crime,8,No,
2769,28-04-2020 5.00,04-25-2020 08:00,26-04-2020 1.00,Ahmedabad,163,FRAUD,61,M,Knife,Other Crime,18,No,
2770,26-04-2020 3.00,04-25-2020 09:00,25-04-2020 23.47,Bangalore,159,DOMESTIC VIOLENCE,15,F,Explosives,Violent Crime,1,Yes,13-06-2020 3.00
2771,27-04-2020 3.00,04-25-2020 10:00,26-04-2020 8.31,Nashik,597,VANDALISM,10,F,None,Other Crime,10,No,
2772,28-04-2020 3.00,04-25-2020 11:00,25-04-2020 12.31,Bangalore,463,DOMESTIC VIOLENCE,74,M,None,Violent Crime,11,Yes,11-07-2020 3.00
2773,27-04-2020 3.00,04-25-2020 12:00,26-04-2020 6.25,Surat,524,IDENTITY THEFT,74,M,Poison,Violent Crime,7,No,
2774,27-04-2020 15.00,04-25-2020 13:00,26-04-2020 6.28,Ahmedabad,297,ARSON,50,F,Knife,Fire Accident,9,No,
2775,26-04-2020 15.00,04-25-2020 14:00,26-04-2020 1.42,Nagpur,104,EXTORTION,49,M,Explosives,Other Crime,13,Yes,22-07-2020 15.00
2776,27-04-2020 13.00,04-25-2020 15:00,25-04-2020 17.16,Pune,455,ILLEGAL POSSESSION,20,F,Other,Other Crime,17,No,
2777,26-04-2020 3.00,04-25-2020 16:00,26-04-2020 11.44,Meerut,596,DOMESTIC VIOLENCE,64,F,Blunt Object,Violent Crime,17,No,
2778,27-04-2020 8.00,04-25-2020 17:00,25-04-2020 23.39,Vasai,153,DRUG OFFENSE,43,M,Poison,Other Crime,18,No,
2779,27-04-2020 22.00,04-25-2020 18:00,26-04-2020 2.33,Lucknow,589,ARSON,25,F,Explosives,Fire Accident,16,Yes,10-06-2020 22.00
2780,28-04-2020 11.00,04-25-2020 19:00,26-04-2020 13.23,Surat,563,ARSON,14,F,Firearm,Fire Accident,10,Yes,01-07-2020 11.00
2781,27-04-2020 13.00,04-25-2020 20:00,26-04-2020 6.02,Nashik,385,SHOPLIFTING,37,F,None,Other Crime,7,No,
2782,27-04-2020 10.00,04-25-2020 21:00,25-04-2020 22.23,Faridabad,443,CYBERCRIME,71,M,Knife,Other Crime,12,No,
2783,27-04-2020 4.00,04-25-2020 22:00,26-04-2020 6.44,Thane,275,FIREARM OFFENSE,27,F,Other,Fire Accident,2,Yes,14-06-2020 4.00
2784,26-04-2020 19.00,04-25-2020 23:00,26-04-2020 4.44,Ludhiana,461,DRUG OFFENSE,21,F,Blunt Object,Other Crime,4,Yes,03-05-2020 19.00
2785,26-04-2020 19.00,04-26-2020 00:00,26-04-2020 7.34,Kolkata,165,ROBBERY,32,F,Firearm,Violent Crime,7,Yes,15-07-2020 19.00
2786,28-04-2020 2.00,04-26-2020 01:00,26-04-2020 14.08,Mumbai,388,SEXUAL ASSAULT,57,F,Explosives,Violent Crime,12,Yes,15-01-2021 2.00
2787,27-04-2020 12.00,04-26-2020 02:00,26-04-2020 15.50,Hyderabad,599,SEXUAL ASSAULT,63,M,Other,Violent Crime,15,No,
2788,29-04-2020 0.00,04-26-2020 03:00,26-04-2020 18.36,Delhi,105,VEHICLE - STOLEN,59,F,Knife,Violent Crime,1,Yes,01-07-2020 0.00
2789,28-04-2020 5.00,04-26-2020 04:00,26-04-2020 12.51,Hyderabad,445,COUNTERFEITING,36,F,Blunt Object,Other Crime,9,No,
2790,28-04-2020 19.00,04-26-2020 05:00,27-04-2020 4.12,Pune,497,VEHICLE - STOLEN,29,F,Knife,Violent Crime,14,Yes,11-07-2020 19.00
2791,28-04-2020 15.00,04-26-2020 06:00,26-04-2020 18.19,Pune,103,EXTORTION,19,F,Other,Other Crime,15,No,
2792,29-04-2020 0.00,04-26-2020 07:00,26-04-2020 15.40,Chennai,113,EXTORTION,60,M,Firearm,Other Crime,19,Yes,22-06-2020 0.00
2793,28-04-2020 11.00,04-26-2020 08:00,26-04-2020 13.51,Delhi,219,BURGLARY,76,F,Other,Other Crime,4,No,
2794,28-04-2020 0.00,04-26-2020 09:00,27-04-2020 1.49,Jaipur,541,ARSON,79,M,None,Fire Accident,6,No,
2795,28-04-2020 9.00,04-26-2020 10:00,26-04-2020 21.41,Chennai,158,ASSAULT,75,F,Firearm,Violent Crime,8,Yes,02-06-2020 9.00
2796,29-04-2020 7.00,04-26-2020 11:00,27-04-2020 2.34,Pune,317,TRAFFIC VIOLATION,38,F,Knife,Traffic Fatality,5,Yes,10-05-2020 7.00
2797,29-04-2020 11.00,04-26-2020 12:00,26-04-2020 15.41,Nagpur,437,DOMESTIC VIOLENCE,47,M,Poison,Violent Crime,1,No,
2798,26-04-2020 14.00,04-26-2020 13:00,26-04-2020 18.23,Delhi,428,VEHICLE - STOLEN,35,F,None,Violent Crime,13,Yes,29-05-2020 14.00
2799,29-04-2020 5.00,04-26-2020 14:00,27-04-2020 13.04,Delhi,342,FIREARM OFFENSE,25,F,Firearm,Fire Accident,19,Yes,19-05-2020 5.00
2800,29-04-2020 5.00,04-26-2020 15:00,26-04-2020 18.31,Mumbai,164,TRAFFIC VIOLATION,49,F,Knife,Traffic Fatality,15,Yes,16-05-2020 5.00
2801,27-04-2020 22.00,04-26-2020 16:00,26-04-2020 21.21,Mumbai,328,PUBLIC INTOXICATION,71,F,Firearm,Other Crime,18,Yes,07-05-2020 22.00
2802,28-04-2020 12.00,04-26-2020 17:00,26-04-2020 22.36,Lucknow,262,IDENTITY THEFT,40,F,Knife,Violent Crime,6,Yes,22-06-2020 12.00
2803,29-04-2020 15.00,04-26-2020 18:00,27-04-2020 17.42,Pune,339,ILLEGAL POSSESSION,18,M,Knife,Other Crime,7,Yes,23-06-2020 15.00
2804,27-04-2020 15.00,04-26-2020 19:00,26-04-2020 23.31,Ahmedabad,402,VANDALISM,75,F,Blunt Object,Other Crime,19,No,
2805,28-04-2020 15.00,04-26-2020 20:00,27-04-2020 14.42,Kolkata,407,ILLEGAL POSSESSION,76,M,Poison,Other Crime,3,Yes,04-07-2020 15.00
2806,28-04-2020 2.00,04-26-2020 21:00,27-04-2020 7.14,Mumbai,116,HOMICIDE,61,M,Firearm,Other Crime,16,Yes,20-09-2021 2.00
2807,27-04-2020 9.00,04-26-2020 22:00,27-04-2020 19.25,Pune,329,TRAFFIC VIOLATION,71,F,Poison,Traffic Fatality,13,Yes,07-05-2020 9.00
2808,29-04-2020 9.00,04-26-2020 23:00,26-04-2020 23.26,Delhi,336,VEHICLE - STOLEN,71,M,None,Violent Crime,2,No,
2809,29-04-2020 11.00,04-27-2020 00:00,27-04-2020 23.38,Hyderabad,570,HOMICIDE,29,M,Knife,Other Crime,13,No,
2810,28-04-2020 20.00,04-27-2020 01:00,27-04-2020 18.17,Kolkata,408,ARSON,78,M,Poison,Fire Accident,15,Yes,17-06-2020 20.00
2811,27-04-2020 17.00,04-27-2020 02:00,27-04-2020 6.55,Bangalore,569,CYBERCRIME,40,M,None,Other Crime,1,Yes,17-05-2020 17.00
2812,29-04-2020 20.00,04-27-2020 03:00,27-04-2020 23.46,Chennai,575,VANDALISM,32,F,Poison,Other Crime,1,No,
2813,28-04-2020 4.00,04-27-2020 04:00,27-04-2020 12.27,Kanpur,593,SEXUAL ASSAULT,61,F,Knife,Violent Crime,3,Yes,30-11-2021 4.00
2814,27-04-2020 20.00,04-27-2020 05:00,27-04-2020 15.12,Mumbai,599,TRAFFIC VIOLATION,41,F,Firearm,Traffic Fatality,19,No,
2815,28-04-2020 4.00,04-27-2020 06:00,28-04-2020 0.04,Mumbai,262,DRUG OFFENSE,66,F,Other,Other Crime,18,Yes,13-06-2020 4.00
2816,27-04-2020 15.00,04-27-2020 07:00,27-04-2020 15.49,Agra,529,HOMICIDE,31,M,Knife,Other Crime,14,No,
2817,30-04-2020 6.00,04-27-2020 08:00,27-04-2020 12.01,Ahmedabad,294,ARSON,79,F,Poison,Fire Accident,4,Yes,25-05-2020 6.00
2818,28-04-2020 20.00,04-27-2020 09:00,27-04-2020 20.34,Chennai,275,ASSAULT,19,F,Other,Violent Crime,8,No,
2819,29-04-2020 0.00,04-27-2020 10:00,27-04-2020 18.57,Agra,201,VANDALISM,38,F,Knife,Other Crime,12,No,
2820,29-04-2020 16.00,04-27-2020 11:00,28-04-2020 8.59,Thane,201,ARSON,50,M,Other,Fire Accident,1,Yes,27-07-2020 16.00
2821,28-04-2020 2.00,04-27-2020 12:00,27-04-2020 22.25,Delhi,247,ASSAULT,62,M,Knife,Violent Crime,12,No,
2822,28-04-2020 0.00,04-27-2020 13:00,28-04-2020 3.40,Thane,510,TRAFFIC VIOLATION,34,M,Other,Traffic Fatality,17,Yes,09-05-2020 0.00
2823,29-04-2020 5.00,04-27-2020 14:00,27-04-2020 20.02,Hyderabad,513,DRUG OFFENSE,76,M,Firearm,Other Crime,14,Yes,03-06-2020 5.00
2824,29-04-2020 16.00,04-27-2020 15:00,27-04-2020 21.16,Nashik,500,CYBERCRIME,34,M,Poison,Other Crime,19,No,
2825,30-04-2020 3.00,04-27-2020 16:00,28-04-2020 10.14,Meerut,284,ROBBERY,46,M,Firearm,Violent Crime,10,Yes,06-07-2020 3.00
2826,28-04-2020 16.00,04-27-2020 17:00,28-04-2020 16.24,Bangalore,383,VEHICLE - STOLEN,71,M,Explosives,Violent Crime,7,No,
2827,30-04-2020 16.00,04-27-2020 18:00,28-04-2020 1.13,Lucknow,513,ASSAULT,11,F,Blunt Object,Violent Crime,9,No,
2828,30-04-2020 13.00,04-27-2020 19:00,28-04-2020 14.08,Chennai,518,ARSON,62,M,Poison,Fire Accident,17,No,
2829,30-04-2020 13.00,04-27-2020 20:00,28-04-2020 7.01,Lucknow,492,TRAFFIC VIOLATION,26,F,Knife,Traffic Fatality,13,No,
2830,28-04-2020 7.00,04-27-2020 21:00,28-04-2020 7.20,Hyderabad,478,BURGLARY,59,F,Other,Other Crime,11,No,
2831,28-04-2020 20.00,04-27-2020 22:00,28-04-2020 13.09,Delhi,444,EXTORTION,22,F,Poison,Other Crime,4,Yes,26-05-2020 20.00
2832,28-04-2020 17.00,04-27-2020 23:00,28-04-2020 13.46,Bhopal,301,KIDNAPPING,11,F,None,Other Crime,17,Yes,08-06-2020 17.00
2833,29-04-2020 12.00,04-28-2020 00:00,28-04-2020 19.12,Bangalore,200,COUNTERFEITING,37,M,Poison,Other Crime,4,Yes,22-05-2020 12.00
2834,30-04-2020 5.00,04-28-2020 01:00,28-04-2020 3.08,Faridabad,101,CYBERCRIME,65,F,Other,Other Crime,1,No,
2835,28-04-2020 12.00,04-28-2020 02:00,28-04-2020 17.07,Rajkot,342,FRAUD,74,M,Firearm,Other Crime,17,Yes,06-07-2020 12.00
2836,29-04-2020 9.00,04-28-2020 03:00,28-04-2020 16.52,Patna,223,VEHICLE - STOLEN,39,F,Knife,Violent Crime,11,Yes,07-07-2020 9.00
2837,30-04-2020 22.00,04-28-2020 04:00,28-04-2020 17.55,Delhi,599,VANDALISM,78,M,Knife,Other Crime,13,No,
2838,28-04-2020 14.00,04-28-2020 05:00,28-04-2020 11.38,Kolkata,479,COUNTERFEITING,34,F,None,Other Crime,18,Yes,26-07-2020 14.00
2839,29-04-2020 22.00,04-28-2020 06:00,28-04-2020 9.16,Kanpur,464,BURGLARY,59,M,Explosives,Other Crime,14,No,
2840,28-04-2020 14.00,04-28-2020 07:00,28-04-2020 8.32,Hyderabad,536,ROBBERY,44,M,Blunt Object,Violent Crime,18,No,
2841,30-04-2020 11.00,04-28-2020 08:00,28-04-2020 9.16,Meerut,250,DRUG OFFENSE,53,M,Knife,Other Crime,7,No,
2842,30-04-2020 2.00,04-28-2020 09:00,29-04-2020 2.53,Kolkata,319,SEXUAL ASSAULT,23,F,Explosives,Violent Crime,14,Yes,29-03-2021 2.00
2843,30-04-2020 7.00,04-28-2020 10:00,28-04-2020 19.16,Chennai,459,FIREARM OFFENSE,41,F,Other,Fire Accident,13,Yes,13-07-2020 7.00
2844,29-04-2020 12.00,04-28-2020 11:00,29-04-2020 6.46,Hyderabad,219,ROBBERY,54,F,None,Violent Crime,5,Yes,28-08-2020 12.00
2845,29-04-2020 3.00,04-28-2020 12:00,28-04-2020 16.19,Mumbai,147,HOMICIDE,52,F,Knife,Other Crime,6,No,
2846,01-05-2020 11.00,04-28-2020 13:00,29-04-2020 2.40,Indore,356,HOMICIDE,10,F,Firearm,Other Crime,1,No,
2847,30-04-2020 1.00,04-28-2020 14:00,28-04-2020 18.20,Delhi,306,ARSON,29,F,None,Fire Accident,18,Yes,26-06-2020 1.00
2848,30-04-2020 10.00,04-28-2020 15:00,29-04-2020 1.02,Delhi,528,HOMICIDE,49,F,Blunt Object,Other Crime,8,No,
2849,01-05-2020 10.00,04-28-2020 16:00,29-04-2020 9.46,Mumbai,377,VEHICLE - STOLEN,40,M,Firearm,Violent Crime,10,No,
2850,29-04-2020 22.00,04-28-2020 17:00,29-04-2020 7.57,Nagpur,445,EXTORTION,54,F,Knife,Other Crime,12,No,
2851,01-05-2020 8.00,04-28-2020 18:00,28-04-2020 20.16,Delhi,205,DRUG OFFENSE,36,M,Other,Other Crime,13,Yes,10-05-2020 8.00
2852,30-04-2020 19.00,04-28-2020 19:00,28-04-2020 20.53,Pune,298,TRAFFIC VIOLATION,45,F,Other,Traffic Fatality,16,No,
2853,29-04-2020 3.00,04-28-2020 20:00,29-04-2020 17.57,Mumbai,232,HOMICIDE,68,M,Firearm,Other Crime,19,Yes,18-11-2020 3.00
2854,30-04-2020 7.00,04-28-2020 21:00,29-04-2020 10.38,Surat,222,KIDNAPPING,68,F,Knife,Other Crime,11,No,
2855,30-04-2020 20.00,04-28-2020 22:00,29-04-2020 15.40,Patna,164,BURGLARY,38,F,Knife,Other Crime,3,No,
2856,01-05-2020 15.00,04-28-2020 23:00,29-04-2020 11.49,Chennai,252,IDENTITY THEFT,58,F,Firearm,Violent Crime,10,Yes,25-06-2020 15.00
2857,01-05-2020 4.00,04-29-2020 00:00,29-04-2020 14.00,Jaipur,550,ROBBERY,26,M,Knife,Violent Crime,18,Yes,15-10-2020 4.00
2858,01-05-2020 12.00,04-29-2020 01:00,29-04-2020 2.12,Mumbai,180,SEXUAL ASSAULT,73,F,Knife,Violent Crime,6,Yes,29-01-2021 12.00
2859,29-04-2020 23.00,04-29-2020 02:00,29-04-2020 13.46,Lucknow,285,DRUG OFFENSE,18,M,Poison,Other Crime,18,Yes,25-05-2020 23.00
2860,29-04-2020 11.00,04-29-2020 03:00,29-04-2020 15.36,Mumbai,127,KIDNAPPING,62,M,Poison,Other Crime,12,Yes,04-06-2020 11.00
2861,30-04-2020 12.00,04-29-2020 04:00,29-04-2020 17.15,Kalyan,544,VANDALISM,50,F,Poison,Other Crime,16,No,
2862,30-04-2020 16.00,04-29-2020 05:00,29-04-2020 8.48,Thane,316,SEXUAL ASSAULT,26,F,None,Violent Crime,6,Yes,24-02-2021 16.00
2863,29-04-2020 8.00,04-29-2020 06:00,29-04-2020 18.10,Jaipur,128,DRUG OFFENSE,29,F,None,Other Crime,4,No,
2864,30-04-2020 11.00,04-29-2020 07:00,30-04-2020 3.28,Delhi,215,ROBBERY,76,F,Firearm,Violent Crime,12,No,
2865,01-05-2020 4.00,04-29-2020 08:00,29-04-2020 10.17,Mumbai,335,VANDALISM,40,M,Firearm,Other Crime,8,No,
2866,30-04-2020 22.00,04-29-2020 09:00,29-04-2020 14.04,Agra,291,ASSAULT,25,F,Knife,Violent Crime,13,Yes,23-07-2020 22.00
2867,01-05-2020 1.00,04-29-2020 10:00,30-04-2020 7.37,Thane,227,KIDNAPPING,11,M,None,Other Crime,2,Yes,22-06-2020 1.00
2868,02-05-2020 5.00,04-29-2020 11:00,29-04-2020 22.56,Mumbai,394,ILLEGAL POSSESSION,47,F,Poison,Other Crime,11,Yes,01-06-2020 5.00
2869,29-04-2020 23.00,04-29-2020 12:00,30-04-2020 9.03,Ahmedabad,229,EXTORTION,63,F,Poison,Other Crime,5,Yes,13-06-2020 23.00
2870,30-04-2020 3.00,04-29-2020 13:00,30-04-2020 2.09,Mumbai,318,HOMICIDE,40,F,Other,Other Crime,1,No,
2871,02-05-2020 7.00,04-29-2020 14:00,30-04-2020 6.28,Nagpur,530,ILLEGAL POSSESSION,59,F,Knife,Other Crime,13,Yes,20-06-2020 7.00
2872,01-05-2020 20.00,04-29-2020 15:00,29-04-2020 19.25,Pune,103,VEHICLE - STOLEN,35,M,None,Violent Crime,5,No,
2873,02-05-2020 11.00,04-29-2020 16:00,29-04-2020 23.10,Delhi,385,ASSAULT,78,F,Knife,Violent Crime,2,Yes,27-07-2020 11.00
2874,02-05-2020 11.00,04-29-2020 17:00,30-04-2020 3.23,Chennai,418,ARSON,13,F,Other,Fire Accident,7,No,
2875,30-04-2020 17.00,04-29-2020 18:00,30-04-2020 8.31,Pune,149,FIREARM OFFENSE,78,F,Blunt Object,Fire Accident,2,Yes,03-06-2020 17.00
2876,01-05-2020 4.00,04-29-2020 19:00,29-04-2020 19.31,Ghaziabad,331,FRAUD,40,F,Blunt Object,Other Crime,6,Yes,26-05-2020 4.00
2877,30-04-2020 20.00,04-29-2020 20:00,30-04-2020 15.58,Mumbai,389,FIREARM OFFENSE,53,F,Other,Fire Accident,8,No,
2878,02-05-2020 0.00,04-29-2020 21:00,30-04-2020 8.13,Bangalore,280,DRUG OFFENSE,52,F,Explosives,Other Crime,2,No,
2879,01-05-2020 15.00,04-29-2020 22:00,30-04-2020 8.40,Vasai,408,ILLEGAL POSSESSION,79,M,Explosives,Other Crime,17,Yes,10-07-2020 15.00
2880,30-04-2020 3.00,04-29-2020 23:00,30-04-2020 12.53,Bangalore,515,VANDALISM,76,F,Explosives,Other Crime,19,Yes,04-07-2020 3.00
2881,30-04-2020 13.00,04-30-2020 00:00,30-04-2020 19.46,Nagpur,229,SHOPLIFTING,56,M,Poison,Other Crime,19,No,
2882,02-05-2020 6.00,04-30-2020 01:00,30-04-2020 6.02,Bhopal,553,DRUG OFFENSE,78,M,Knife,Other Crime,15,No,
2883,02-05-2020 21.00,04-30-2020 02:00,30-04-2020 13.35,Delhi,350,VANDALISM,21,F,Explosives,Other Crime,13,No,
2884,30-04-2020 21.00,04-30-2020 03:00,30-04-2020 13.54,Faridabad,377,SHOPLIFTING,68,F,Poison,Other Crime,13,Yes,20-07-2020 21.00
2885,01-05-2020 22.00,04-30-2020 04:00,01-05-2020 3.00,Meerut,496,VEHICLE - STOLEN,33,F,Firearm,Violent Crime,8,No,
2886,30-04-2020 23.00,04-30-2020 05:00,30-04-2020 19.31,Delhi,575,CYBERCRIME,38,F,Other,Other Crime,2,No,
2887,30-04-2020 8.00,04-30-2020 06:00,01-05-2020 1.23,Agra,268,COUNTERFEITING,78,F,Other,Other Crime,19,No,
2888,02-05-2020 1.00,04-30-2020 07:00,30-04-2020 20.48,Kanpur,158,VANDALISM,13,F,Blunt Object,Other Crime,6,No,
2889,02-05-2020 23.00,04-30-2020 08:00,30-04-2020 11.22,Kolkata,256,COUNTERFEITING,23,F,Knife,Other Crime,2,No,
2890,02-05-2020 14.00,04-30-2020 09:00,30-04-2020 23.18,Mumbai,334,VEHICLE - STOLEN,22,F,Blunt Object,Violent Crime,4,Yes,01-07-2020 14.00
2891,02-05-2020 11.00,04-30-2020 10:00,30-04-2020 21.20,Surat,101,IDENTITY THEFT,10,M,Poison,Violent Crime,10,No,
2892,01-05-2020 17.00,04-30-2020 11:00,30-04-2020 18.00,Hyderabad,130,VEHICLE - STOLEN,63,F,None,Violent Crime,12,Yes,07-07-2020 17.00
2893,02-05-2020 3.00,04-30-2020 12:00,30-04-2020 17.49,Kolkata,453,DOMESTIC VIOLENCE,24,M,Blunt Object,Violent Crime,9,No,
2894,02-05-2020 1.00,04-30-2020 13:00,30-04-2020 23.44,Chennai,108,EXTORTION,69,M,Poison,Other Crime,1,No,
2895,01-05-2020 13.00,04-30-2020 14:00,01-05-2020 4.49,Mumbai,185,SEXUAL ASSAULT,62,F,Explosives,Violent Crime,16,Yes,26-11-2021 13.00
2896,03-05-2020 14.00,04-30-2020 15:00,30-04-2020 17.52,Chennai,230,VEHICLE - STOLEN,77,F,Firearm,Violent Crime,17,No,
2897,01-05-2020 5.00,04-30-2020 16:00,01-05-2020 6.27,Delhi,477,ARSON,39,F,Explosives,Fire Accident,18,No,
2898,01-05-2020 18.00,04-30-2020 17:00,01-05-2020 9.56,Ludhiana,395,VEHICLE - STOLEN,37,M,None,Violent Crime,8,Yes,10-05-2020 18.00
2899,03-05-2020 7.00,04-30-2020 18:00,30-04-2020 23.46,Pune,563,VANDALISM,75,F,Poison,Other Crime,5,No,
2900,01-05-2020 9.00,04-30-2020 19:00,30-04-2020 19.43,Mumbai,112,EXTORTION,70,M,Blunt Object,Other Crime,16,Yes,05-07-2020 9.00
2901,03-05-2020 9.00,04-30-2020 20:00,01-05-2020 13.02,Kanpur,250,VANDALISM,21,F,Explosives,Other Crime,8,Yes,28-07-2020 9.00
2902,03-05-2020 13.00,04-30-2020 21:00,01-05-2020 15.48,Ghaziabad,577,VEHICLE - STOLEN,17,F,Blunt Object,Violent Crime,9,No,
2903,01-05-2020 11.00,04-30-2020 22:00,01-05-2020 4.43,Kolkata,196,KIDNAPPING,13,M,Blunt Object,Other Crime,6,No,
2904,01-05-2020 3.00,04-30-2020 23:00,01-05-2020 21.06,Pune,548,SHOPLIFTING,68,F,Other,Other Crime,1,No,
2905,03-05-2020 12.00,05-01-2020 0.00,01-05-2020 0.42,Bangalore,431,SHOPLIFTING,18,F,Explosives,Other Crime,14,Yes,22-07-2020 12.00
2906,01-05-2020 4.00,05-01-2020 1.00,01-05-2020 20.25,Kanpur,407,FRAUD,63,F,Explosives,Other Crime,8,No,
2907,02-05-2020 19.00,05-01-2020 2.00,01-05-2020 9.33,Lucknow,238,ARSON,72,F,None,Fire Accident,13,No,
2908,03-05-2020 4.00,05-01-2020 3.00,01-05-2020 22.29,Hyderabad,430,IDENTITY THEFT,54,F,Knife,Violent Crime,2,Yes,05-07-2020 4.00
2909,03-05-2020 3.00,05-01-2020 4.00,01-05-2020 14.12,Hyderabad,546,ARSON,61,F,Knife,Fire Accident,5,No,
2910,02-05-2020 13.00,05-01-2020 5.00,01-05-2020 16.05,Hyderabad,513,DOMESTIC VIOLENCE,69,F,Blunt Object,Violent Crime,17,Yes,11-07-2020 13.00
2911,04-05-2020 2.00,05-01-2020 6.00,01-05-2020 18.52,Mumbai,357,HOMICIDE,69,F,None,Other Crime,9,Yes,30-11-2020 2.00
2912,01-05-2020 13.00,05-01-2020 7.00,01-05-2020 15.55,Mumbai,265,KIDNAPPING,50,F,Firearm,Other Crime,2,Yes,20-07-2020 13.00
2913,02-05-2020 16.00,05-01-2020 8.00,02-05-2020 4.01,Mumbai,494,BURGLARY,30,F,Poison,Other Crime,12,No,
2914,02-05-2020 3.00,05-01-2020 9.00,01-05-2020 11.12,Bangalore,482,PUBLIC INTOXICATION,57,M,Knife,Other Crime,15,No,
2915,02-05-2020 15.00,05-01-2020 10.00,01-05-2020 21.25,Chennai,380,FIREARM OFFENSE,50,F,Blunt Object,Fire Accident,18,No,
2916,01-05-2020 20.00,05-01-2020 11.00,01-05-2020 11.43,Rajkot,515,PUBLIC INTOXICATION,27,F,Knife,Other Crime,19,No,
2917,03-05-2020 18.00,05-01-2020 12.00,02-05-2020 7.32,Chennai,339,DOMESTIC VIOLENCE,27,M,Poison,Violent Crime,7,Yes,29-05-2020 18.00
2918,01-05-2020 16.00,05-01-2020 13.00,02-05-2020 8.09,Kolkata,466,SEXUAL ASSAULT,28,F,None,Violent Crime,16,Yes,14-11-2021 16.00
2919,02-05-2020 18.00,05-01-2020 14.00,01-05-2020 18.39,Jaipur,239,COUNTERFEITING,57,F,Explosives,Other Crime,4,Yes,24-06-2020 18.00
2920,04-05-2020 4.00,05-01-2020 15.00,01-05-2020 23.22,Kalyan,283,BURGLARY,12,F,Blunt Object,Other Crime,5,No,
2921,03-05-2020 14.00,05-01-2020 16.00,02-05-2020 10.10,Jaipur,527,DOMESTIC VIOLENCE,33,F,Other,Violent Crime,12,No,
2922,02-05-2020 16.00,05-01-2020 17.00,02-05-2020 3.44,Chennai,421,ILLEGAL POSSESSION,79,F,Explosives,Other Crime,5,Yes,17-06-2020 16.00
2923,04-05-2020 15.00,05-01-2020 18.00,01-05-2020 23.26,Bangalore,290,KIDNAPPING,33,F,Firearm,Other Crime,8,Yes,26-06-2020 15.00
2924,03-05-2020 4.00,05-01-2020 19.00,01-05-2020 22.26,Ghaziabad,540,ARSON,78,F,Firearm,Fire Accident,18,No,
2925,02-05-2020 22.00,05-01-2020 20.00,02-05-2020 17.49,Lucknow,155,EXTORTION,70,M,Poison,Other Crime,16,Yes,06-07-2020 22.00
2926,02-05-2020 2.00,05-01-2020 21.00,02-05-2020 18.32,Hyderabad,305,PUBLIC INTOXICATION,38,F,Firearm,Other Crime,14,No,
2927,04-05-2020 17.00,05-01-2020 22.00,02-05-2020 19.12,Pune,198,PUBLIC INTOXICATION,25,F,Other,Other Crime,2,No,
2928,04-05-2020 12.00,05-01-2020 23.00,02-05-2020 5.20,Bhopal,353,KIDNAPPING,70,M,Knife,Other Crime,8,No,
2929,02-05-2020 11.00,05-02-2020 0.00,02-05-2020 8.59,Jaipur,371,FRAUD,38,F,Other,Other Crime,3,Yes,27-06-2020 11.00
2930,03-05-2020 2.00,05-02-2020 1.00,02-05-2020 22.13,Mumbai,131,DOMESTIC VIOLENCE,24,M,Firearm,Violent Crime,3,No,
2931,02-05-2020 13.00,05-02-2020 2.00,02-05-2020 3.17,Indore,242,SHOPLIFTING,14,M,Blunt Object,Other Crime,13,Yes,10-05-2020 13.00
2932,03-05-2020 10.00,05-02-2020 3.00,02-05-2020 6.18,Mumbai,399,KIDNAPPING,29,M,Poison,Other Crime,2,No,
2933,03-05-2020 13.00,05-02-2020 4.00,02-05-2020 4.31,Pune,167,KIDNAPPING,57,M,Other,Other Crime,13,No,
2934,03-05-2020 23.00,05-02-2020 5.00,02-05-2020 17.32,Mumbai,260,DOMESTIC VIOLENCE,48,F,Knife,Violent Crime,1,No,
2935,04-05-2020 1.00,05-02-2020 6.00,02-05-2020 18.04,Hyderabad,256,FIREARM OFFENSE,13,F,Blunt Object,Fire Accident,1,Yes,14-05-2020 1.00
2936,04-05-2020 3.00,05-02-2020 7.00,03-05-2020 2.59,Hyderabad,252,ARSON,74,F,Firearm,Fire Accident,3,Yes,21-05-2020 3.00
